VM Name,Cores,Memory,RequiresSSD
VM-16402,4,7,Y
VM-16403,4,16,Y
VM-16404,4,16,Y
VM-16405,4,64,Y
VM-16406,4,64,Y
VM-16407,2,8,Y
VM-16408,12,16,Y
VM-16409,12,16,Y
VM-16410,2,8,Y
VM-16411,2,8,Y
VM-16412,4,16,Y
VM-16413,4,16,Y
VM-16414,2,8,Y
VM-16415,2,8,Y
VM-16416,2,8,Y
VM-16417,2,4,Y
VM-16418,8,14,Y
VM-16419,8,14,Y
VM-16420,2,16,Y
VM-16421,2,8,Y
VM-16422,2,8,Y
VM-16423,2,8,Y
VM-16424,2,4,Y
VM-16425,2,4,Y
VM-16426,4,16,Y
VM-16427,2,8,Y
VM-16428,4,24,Y
VM-16429,2,6,Y
VM-16430,2,64,Y
VM-16431,2,64,Y
VM-16432,2,8,Y
VM-16433,2,8,Y
VM-16434,2,8,Y
VM-16435,2,8,Y
VM-16436,2,8,Y
VM-16437,4,16,Y
VM-16438,4,16,Y
VM-16439,2,4,Y
VM-16440,1,8,Y
VM-16441,2,4,Y
VM-16442,2,4,Y
VM-16443,8,32,Y
VM-16444,8,32,Y
VM-16445,2,16,Y
VM-16446,2,16,Y
VM-16447,2,4,Y
VM-16448,2,4,Y
VM-16449,2,4,Y
VM-16450,4,8,Y
VM-16451,2,4,Y
VM-16452,2,4,Y
VM-16453,4,16,Y
VM-16454,4,16,Y
VM-16455,4,16,Y
VM-16456,2,4,Y
VM-16457,16,32,Y
VM-16458,16,32,Y
VM-16459,8,16,Y
VM-16460,8,16,Y
VM-16461,2,8,Y
VM-16462,4,48,Y
VM-16463,4,48,Y
VM-16464,4,16,Y
VM-16465,2,8,Y
VM-16466,4,64,Y
VM-16467,4,64,Y
VM-16468,4,16,Y
VM-16469,8,24,Y
VM-16470,8,24,Y
VM-16471,2,6,Y
VM-16472,8,32,Y
VM-16473,8,32,Y
VM-16474,2,4,Y
VM-16475,2,4,Y
VM-16476,8,16,Y
VM-16477,8,16,Y
VM-16478,8,32,Y
VM-16479,8,32,Y
VM-16480,4,8,Y
VM-16481,4,4,Y
VM-16482,4,8,Y
VM-16483,4,8,Y
VM-16484,8,32,Y
VM-16485,8,32,Y
VM-16486,2,10,Y
VM-16487,2,10,Y
VM-16488,2,8,Y
VM-16489,4,16,Y
VM-16490,2,8,Y
VM-16491,4,8,Y
VM-16492,4,8,Y
VM-16493,2,4,Y
VM-16494,2,4,Y
VM-16495,4,16,Y
VM-16496,4,16,Y
VM-16497,4,8,Y
VM-16498,4,8,Y
VM-16499,8,8,Y
VM-16500,8,8,Y
VM-16501,2,4,Y
VM-16502,2,4,Y
VM-16503,2,4,Y
VM-16504,2,4,Y
VM-16505,4,12,Y
VM-16506,4,12,Y
VM-16507,2,16,Y
VM-16508,2,16,Y
VM-16509,2,8,Y
VM-16510,6,10,Y
VM-16511,4,4,Y
VM-16512,8,12,Y
VM-16513,4,32,Y
VM-16514,2,8,Y
VM-16515,2,8,Y
VM-16516,4,8,Y
VM-16517,4,8,Y
VM-16518,2,16,Y
VM-16519,4,24,Y
VM-16520,8,32,Y
VM-16521,8,32,Y
VM-16522,4,32,Y
VM-16523,4,32,Y
VM-16524,8,8,Y
VM-16525,8,8,Y
VM-16526,8,8,Y
VM-16527,8,8,Y
VM-16528,4,32,Y
VM-16529,4,32,Y
VM-16530,1,4,Y
VM-16531,2,4,Y
VM-16532,2,4,Y
VM-16533,2,4,Y
VM-16534,4,16,Y
VM-16535,4,16,Y
VM-16536,8,32,Y
VM-16537,4,16,Y
VM-16538,4,16,Y
VM-16539,16,256,Y
VM-16540,8,16,Y
VM-16541,4,8,Y
VM-16542,4,8,Y
VM-16543,2,12,Y
VM-16544,6,256,Y
VM-16545,4,16,Y
VM-16546,4,16,Y
VM-16547,4,8,Y
VM-16548,4,8,Y
VM-16549,8,16,Y
VM-16550,4,16,Y
VM-16551,4,16,Y
VM-16552,4,16,Y
VM-16553,4,16,Y
VM-16554,2,8,Y
VM-16555,2,8,Y
VM-16556,8,64,Y
VM-16557,8,64,Y
VM-16558,2,4,Y
VM-16559,2,4,Y
VM-16560,2,8,Y
VM-16561,2,16,Y
VM-16562,4,32,Y
VM-16563,4,32,Y
VM-16564,8,12,Y
VM-16565,8,64,Y
VM-16566,2,8,Y
VM-16567,2,8,Y
VM-16568,16,128,Y
VM-16569,16,128,Y
VM-16570,12,64,Y
VM-16571,2,4,Y
VM-16572,2,4,Y
VM-16573,4,8,Y
VM-16574,4,8,Y
VM-16575,4,24,Y
VM-16576,4,24,Y
VM-16577,12,16,Y
VM-16578,12,16,Y
VM-16579,2,4,Y
VM-16580,2,4,Y
VM-16581,16,128,Y
VM-16582,16,128,Y
VM-16583,8,16,Y
VM-16584,3,32,Y
VM-16585,4,16,Y
VM-16586,4,16,Y
VM-16587,4,8,Y
VM-16588,8,56,Y
VM-16589,8,56,Y
VM-16590,2,12,Y
VM-16591,2,4,Y
VM-16592,2,4,Y
VM-16593,4,8,Y
VM-16594,4,8,Y
VM-16595,4,16,Y
VM-16596,4,8,Y
VM-16597,4,8,Y
VM-16598,4,8,Y
VM-16599,2,16,Y
VM-16600,2,8,Y
VM-16601,4,16,Y
VM-16602,6,16,Y
VM-16603,6,16,Y
VM-16604,2,8,Y
VM-16605,4,4,Y
VM-16606,4,4,Y
VM-16607,2,4,Y
VM-16608,2,4,Y
VM-16609,4,8,Y
VM-16610,4,8,Y
VM-16611,2,4,Y
VM-16612,2,4,Y
VM-16613,4,8,Y
VM-16614,4,8,Y
VM-16615,2,8,Y
VM-16616,2,8,Y
VM-16617,2,4,Y
VM-16618,2,4,Y
VM-16619,2,4,Y
VM-16620,16,128,Y
VM-16621,16,128,Y
VM-16622,4,8,Y
VM-16623,10,60,Y
VM-16624,2,16,Y
VM-16625,2,16,Y
VM-16626,4,7,Y
VM-16627,4,7,Y
VM-16628,6,64,Y
VM-16629,1,2,Y
VM-16630,1,2,Y
VM-16631,4,12,Y
VM-16632,4,12,Y
VM-16633,4,8,Y
VM-16634,4,8,Y
VM-16635,8,96,Y
VM-16636,4,24,Y
VM-16637,4,8,Y
VM-16638,4,8,Y
VM-16639,1,4,Y
VM-16640,2,4,Y
VM-16641,4,16,Y
VM-16642,8,16,Y
VM-16643,8,64,Y
VM-16644,8,16,Y
VM-16645,8,16,Y
VM-16646,12,64,Y
VM-16647,12,64,Y
VM-16648,4,32,Y
VM-16649,4,32,Y
VM-16650,8,64,Y
VM-16651,8,64,Y
VM-16652,4,64,Y
VM-16653,4,8,Y
VM-16654,4,7,Y
VM-16655,4,7,Y
VM-16656,2,4,Y
VM-16657,2,4,Y
VM-16658,8,32,Y
VM-16659,16,256,Y
VM-16660,4,16,Y
VM-16661,4,16,Y
VM-16662,8,128,Y
VM-16663,6,48,Y
VM-16664,2,8,Y
VM-16665,4,16,Y
VM-16666,4,16,Y
VM-16667,8,16,Y
VM-16668,8,56,Y
VM-16669,8,56,Y
VM-16670,8,56,Y
VM-16671,8,56,Y
VM-16672,8,64,Y
VM-16673,8,64,Y
VM-16674,4,16,Y
VM-16675,10,128,Y
VM-16676,2,8,Y
VM-16677,2,8,Y
VM-16678,16,256,Y
VM-16679,4,32,Y
VM-16680,4,32,Y
VM-16681,4,32,Y
VM-16682,4,7,Y
VM-16683,4,7,Y
VM-16684,4,16,Y
VM-16685,2,8,Y
VM-16686,2,8,Y
VM-16687,8,32,Y
VM-16688,8,32,Y
VM-16689,2,4,Y
VM-16690,4,64,Y
VM-16691,4,64,Y
VM-16692,8,128,Y
VM-16693,4,16,Y
VM-16694,4,16,Y
VM-16695,1,2,Y
VM-16696,4,16,Y
VM-16697,4,16,Y
VM-16698,4,16,Y
VM-16699,2,4,Y
VM-16700,2,4,Y
VM-16701,2,32,Y
VM-16702,4,16,Y
VM-16703,4,16,Y
VM-16704,12,16,Y
VM-16705,12,16,Y
VM-16706,1,3,Y
VM-16707,1,3,Y
VM-16708,1,3,Y
VM-16709,1,3,Y
VM-16710,1,3,Y
VM-16711,1,3,Y
VM-16712,1,3,Y
VM-16713,1,3,Y
VM-16714,1,3,Y
VM-16715,1,3,Y
VM-16716,1,3,Y
VM-16717,1,3,Y
VM-16718,1,3,Y
VM-16719,1,3,Y
VM-16720,1,3,Y
VM-16721,1,3,Y
VM-16722,1,3,Y
VM-16723,1,3,Y
VM-16724,1,3,Y
VM-16725,1,3,Y
VM-16726,1,3,Y
VM-16727,1,3,Y
VM-16728,1,3,Y
VM-16729,1,3,Y
VM-16730,1,3,Y
VM-16731,1,3,Y
VM-16732,1,3,Y
VM-16733,1,3,Y
VM-16734,1,3,Y
VM-16735,1,3,Y
VM-16736,1,3,Y
VM-16737,1,3,Y
VM-16738,1,3,Y
VM-16739,1,3,Y
VM-16740,1,3,Y
VM-16741,1,3,Y
VM-16742,1,3,Y
VM-16743,1,3,Y
VM-16744,1,3,Y
VM-16745,1,3,Y
VM-16746,1,3,Y
VM-16747,1,3,Y
VM-16748,1,3,Y
VM-16749,1,3,Y
VM-16750,1,3,Y
VM-16751,1,3,Y
VM-16752,1,4,Y
VM-16753,8,16,Y
VM-16754,4,16,Y
VM-16755,2,24,Y
VM-16756,4,32,Y
VM-16757,1,4,Y
VM-16758,1,2,Y
VM-16759,4,48,Y
VM-16760,4,16,Y
VM-16761,4,10,Y
VM-16762,2,8,Y
VM-16763,2,8,Y
VM-16764,2,8,Y
VM-16765,2,8,Y
VM-16766,2,8,Y
VM-16767,2,8,Y
VM-16768,2,8,Y
VM-16769,2,8,Y
VM-16770,2,8,Y
VM-16771,2,8,Y
VM-16772,2,8,Y
VM-16773,2,8,Y
VM-16774,2,4,Y
VM-16775,8,8,Y
VM-16776,2,4,Y
VM-16777,1,3,Y
VM-16778,4,12,Y
VM-16779,2,12,Y
VM-16780,4,32,Y
VM-16781,4,4,Y
VM-16782,2,32,Y
VM-16783,8,32,Y
VM-16784,8,8,Y
VM-16785,2,8,Y
VM-16786,2,8,Y
VM-16787,2,32,Y
VM-16788,6,10,Y
VM-16789,2,4,Y
VM-16790,2,4,Y
VM-16791,2,8,Y
VM-16792,2,4,Y
VM-16793,2,6,Y
VM-16794,2,2,Y
VM-16795,2,6,Y
VM-16796,8,8,Y
VM-16797,2,32,Y
VM-16798,6,16,Y
VM-16799,2,4,Y
VM-16800,2,2,Y
VM-16801,4,16,Y
VM-16802,4,8,Y
VM-16803,4,48,Y
VM-16804,4,48,Y
VM-16805,4,48,Y
VM-16806,4,48,Y
VM-16807,2,32,Y
VM-16808,2,16,Y
VM-16809,4,32,Y
VM-16810,2,32,Y
VM-16811,2,32,Y
VM-16812,2,16,Y
VM-16813,4,48,Y
VM-16814,2,16,Y
VM-16815,2,16,Y
VM-16816,2,16,Y
VM-16817,2,16,Y
VM-16818,2,16,Y
VM-16819,2,16,Y
VM-16820,2,16,Y
VM-16821,2,16,Y
VM-16822,2,16,Y
VM-16823,2,16,Y
VM-16824,2,16,Y
VM-16825,2,16,Y
VM-16826,2,16,Y
VM-16827,4,48,Y
VM-16828,2,16,Y
VM-16829,2,16,Y
VM-16830,2,16,Y
VM-16831,2,16,Y
VM-16832,2,16,Y
VM-16833,2,16,Y
VM-16834,2,16,Y
VM-16835,2,16,Y
VM-16836,2,16,Y
VM-16837,4,64,Y
VM-16838,2,16,Y
VM-16839,4,32,Y
VM-16840,2,16,Y
VM-16841,4,12,Y
VM-16842,2,16,Y
VM-16843,2,16,Y
VM-16844,2,8,Y
VM-16845,2,16,Y
VM-16846,2,8,Y
VM-16847,2,16,Y
VM-16848,4,48,Y
VM-16849,2,8,Y
VM-16850,2,8,Y
VM-16851,4,48,Y
VM-16852,2,16,Y
VM-16853,2,16,Y
VM-16854,2,8,Y
VM-16855,4,48,Y
VM-16856,2,8,Y
VM-16857,2,16,Y
VM-16858,2,16,Y
VM-16859,4,32,Y
VM-16860,2,8,Y
VM-16861,2,32,Y
VM-16862,2,16,Y
VM-16863,4,32,Y
VM-16864,4,32,Y
VM-16865,2,8,Y
VM-16866,2,8,Y
VM-16867,2,16,Y
VM-16868,4,32,Y
VM-16869,4,32,Y
VM-16870,2,16,Y
VM-16871,4,32,Y
VM-16872,4,48,Y
VM-16873,4,32,Y
VM-16874,2,16,Y
VM-16875,2,16,Y
VM-16876,4,16,Y
VM-16877,2,16,Y
VM-16878,2,16,Y
VM-16879,4,16,Y
VM-16880,4,16,Y
VM-16881,2,32,Y
VM-16882,2,32,Y
VM-16883,8,36,Y
VM-16884,8,20,Y
VM-16885,2,8,Y
VM-16886,2,12,Y
VM-16887,2,12,Y
VM-16888,8,16,Y
VM-16889,2,12,Y
VM-16890,2,8,Y
VM-16891,8,16,Y
VM-16892,8,16,Y
VM-16893,2,12,Y
VM-16894,2,8,Y
VM-16895,2,8,Y
VM-16896,2,12,Y
VM-16897,2,12,Y
VM-16898,1,2,Y
VM-16899,1,2,Y
VM-16900,2,16,Y
VM-16901,2,16,Y
VM-16902,2,4,Y
VM-16903,4,4,Y
VM-16904,4,16,Y
VM-16905,4,16,Y
VM-16906,2,2,Y
VM-16907,6,14,Y
VM-16908,6,14,Y
VM-16909,2,20,Y
VM-16910,2,20,Y
VM-16911,6,24,Y
VM-16912,6,24,Y
VM-16913,6,24,Y
VM-16914,6,24,Y
VM-16915,6,32,Y
VM-16916,6,32,Y
VM-16917,4,8,Y
VM-16918,4,8,Y
VM-16919,4,8,Y
VM-16920,4,8,Y
VM-16921,4,32,Y
VM-16922,4,32,Y
VM-16923,1,10,Y
VM-16924,8,124,Y
VM-16925,8,32,Y
VM-16926,2,16,Y
VM-16927,4,8,Y
VM-16928,4,8,Y
VM-16929,4,8,Y
VM-16930,4,8,Y
VM-16931,4,20,Y
VM-16932,4,8,Y
VM-16933,4,8,Y
VM-16934,1,2,Y
VM-16935,2,4,Y
VM-16936,2,4,Y
VM-16937,4,16,Y
VM-16938,1,16,Y
VM-16939,1,2,Y
VM-16940,1,2,Y
VM-16941,1,2,Y
VM-16942,1,2,Y
VM-16943,1,2,Y
VM-16944,1,6,Y
VM-16945,1,6,Y
VM-16946,1,8,Y
VM-16947,2,8,Y
VM-16948,1,8,Y
VM-16949,4,8,Y
VM-16950,4,8,Y
VM-16951,4,12,Y
VM-16952,1,2,Y
VM-16953,1,2,Y
VM-16954,4,8,Y
VM-16955,4,8,Y
VM-16956,2,12,Y
VM-16957,1,4,Y
VM-16958,4,12,Y
VM-16959,1,2,Y
VM-16960,1,6,Y
VM-16961,4,12,Y
VM-16962,4,12,Y
VM-16963,1,6,Y
VM-16964,1,9,Y
VM-16965,1,6,Y
VM-16966,2,4,Y
VM-16967,1,6,Y
VM-16968,2,4,Y
VM-16969,4,8,Y
VM-16970,4,8,Y
VM-16971,4,8,Y
VM-16972,1,7,Y
VM-16973,1,7,Y
VM-16974,2,6,Y
VM-16975,2,4,Y
VM-16976,2,12,Y
VM-16977,1,6,Y
VM-16978,2,16,Y
VM-16979,2,16,Y
VM-16980,2,16,Y
VM-16981,2,16,Y
VM-16982,1,8,Y
VM-16983,1,2,Y
VM-16984,1,2,Y
VM-16985,1,8,Y
VM-16986,1,4,Y
VM-16987,1,4,Y
VM-16988,2,8,Y
VM-16989,1,6,Y
VM-16990,2,4,Y
VM-16991,1,6,Y
VM-16992,2,16,Y
VM-16993,1,2,Y
VM-16994,1,8,Y
VM-16995,1,9,Y
VM-16996,6,8,Y
VM-16997,2,16,Y
VM-16998,1,8,Y
VM-16999,2,16,Y
VM-17000,2,16,Y
VM-17001,2,8,Y
VM-17002,2,8,Y
VM-17003,4,26,Y
VM-17004,2,16,Y
VM-17005,2,8,Y
VM-17006,2,8,Y
VM-17007,4,8,Y
VM-17008,4,8,Y
VM-17009,1,8,Y
VM-17010,1,9,Y
VM-17011,1,6,Y
VM-17012,2,16,Y
VM-17013,2,16,Y
VM-17014,1,12,Y
VM-17015,2,16,Y
VM-17016,2,16,Y
VM-17017,4,32,Y
VM-17018,1,6,Y
VM-17019,8,12,Y
VM-17020,4,8,Y
VM-17021,2,12,Y
VM-17022,4,8,Y
VM-17023,1,2,Y
VM-17024,8,32,Y
VM-17025,4,12,Y
VM-17026,4,12,Y
VM-17027,6,25,Y
VM-17028,2,16,Y
VM-17029,2,16,Y
VM-17030,8,16,Y
VM-17031,8,16,Y
VM-17032,4,16,Y
VM-17033,4,16,Y
VM-17034,8,16,Y
VM-17035,8,16,Y
VM-17036,2,16,Y
VM-17037,2,8,Y
VM-17038,2,8,Y
VM-17039,2,8,Y
VM-17040,2,8,Y
VM-17041,4,16,Y
VM-17042,4,16,Y
VM-17043,2,4,Y
VM-17044,4,8,Y
VM-17045,4,8,Y
VM-17046,4,32,Y
VM-17047,4,16,Y
VM-17048,4,16,Y
VM-17049,16,32,Y
VM-17050,2,8,Y
VM-17051,4,16,Y
VM-17052,4,16,Y
VM-17053,4,8,Y
VM-17054,4,8,Y
VM-17055,1,4,Y
VM-17056,1,4,Y
VM-17057,4,16,Y
VM-17058,4,16,Y
VM-17059,4,16,Y
VM-17060,4,16,Y
VM-17061,2,16,Y
VM-17062,2,16,Y
VM-17063,2,4,Y
VM-17064,2,4,Y
VM-17065,4,16,Y
VM-17066,4,8,Y
VM-17067,4,8,Y
VM-17068,4,8,Y
VM-17069,2,16,Y
VM-17070,8,16,Y
VM-17071,1,4,Y
VM-17072,1,4,Y
VM-17073,2,6,Y
VM-17074,2,6,Y
VM-17075,4,60,Y
VM-17076,4,60,Y
VM-17077,1,12,Y
VM-17078,8,24,Y
VM-17079,1,8,Y
VM-17080,1,8,Y
VM-17081,1,6,Y
VM-17082,1,8,Y
VM-17083,4,8,Y
VM-17084,4,8,Y
VM-17085,2,8,Y
VM-17086,2,12,Y
VM-17087,1,2,Y
VM-17088,4,10,Y
VM-17089,4,10,Y
VM-17090,1,2,Y
VM-17091,1,2,Y
VM-17092,8,16,Y
VM-17093,3,2,Y
VM-17094,3,2,Y
VM-17095,1,2,Y
VM-17096,2,8,Y
VM-17097,2,12,Y
VM-17098,4,10,Y
VM-17099,4,10,Y
VM-17100,1,2,Y
VM-17101,2,8,Y
VM-17102,6,32,Y
VM-17103,1,2,Y
VM-17104,1,2,Y
VM-17105,1,4,Y
VM-17106,1,4,Y
VM-17107,1,4,Y
VM-17108,2,8,Y
VM-17109,1,2,Y
VM-17110,2,6,Y
VM-17111,2,4,Y
VM-17112,2,4,Y
VM-17113,2,8,Y
VM-17114,2,8,Y
VM-17115,1,4,Y
VM-17116,1,2,Y
VM-17117,2,4,Y
VM-17118,2,8,Y
VM-17119,1,8,Y
VM-17120,2,8,Y
VM-17121,2,8,Y
VM-17122,4,8,Y
VM-17123,4,8,Y
VM-17124,4,8,Y
VM-17125,4,8,Y
VM-17126,2,8,Y
VM-17127,2,8,Y
VM-17128,2,8,Y
VM-17129,4,16,Y
VM-17130,4,6,Y
VM-17131,2,8,Y
VM-17132,4,8,Y
VM-17133,4,12,Y
VM-17134,4,12,Y
VM-17135,2,4,Y
VM-17136,2,4,Y
VM-17137,2,8,Y
VM-17138,2,8,Y
VM-17139,6,12,Y
VM-17140,2,10,Y
VM-17141,2,10,Y
VM-17142,1,4,Y
VM-17143,2,4,Y
VM-17144,2,4,Y
VM-17145,2,4,Y
VM-17146,1,2,Y
VM-17147,1,4,Y
VM-17148,2,4,Y
VM-17149,4,8,Y
VM-17150,1,2,Y
VM-17151,6,24,Y
VM-17152,2,8,Y
VM-17153,1,3,Y
VM-17154,8,24,Y
VM-17155,2,8,Y
VM-17156,2,6,Y
VM-17157,2,6,Y
VM-17158,2,16,Y
VM-17159,4,32,Y
VM-17160,4,32,Y
VM-17161,4,4,Y
VM-17162,4,4,Y
VM-17163,1,3,Y
VM-17164,2,32,Y
VM-17165,2,32,Y
VM-17166,6,32,Y
VM-17167,4,8,Y
VM-17168,2,24,Y
VM-17169,8,11,Y
VM-17170,2,4,Y
VM-17171,2,4,Y
VM-17172,2,12,Y
VM-17173,2,4,Y
VM-17174,2,4,Y
VM-17175,8,16,Y
VM-17176,4,40,Y
VM-17177,4,16,Y
VM-17178,2,20,Y
VM-17179,2,20,Y
VM-17180,4,16,Y
VM-17181,2,4,Y
VM-17182,4,16,Y
VM-17183,4,16,Y
VM-17184,2,24,Y
VM-17185,4,8,Y
VM-17186,4,22,Y
VM-17187,6,48,Y
VM-17188,2,8,Y
VM-17189,4,12,Y
VM-17190,1,2,Y
VM-17191,6,48,Y
VM-17192,2,16,Y
VM-17193,4,20,Y
VM-17194,1,12,Y
VM-17195,1,12,Y
VM-17196,2,24,Y
VM-17197,4,32,Y
VM-17198,1,7,Y
VM-17199,8,32,Y
VM-17200,2,24,Y
VM-17201,4,20,Y
VM-17202,2,8,Y
VM-17203,4,16,Y
VM-17204,4,16,Y
VM-17205,2,8,Y
VM-17206,2,24,Y
VM-17207,8,52,Y
VM-17208,4,24,Y
VM-17209,2,4,Y
VM-17210,4,8,Y
VM-17211,4,16,Y
VM-17212,2,16,Y
VM-17213,2,16,Y
VM-17214,4,32,Y
VM-17215,4,8,Y
VM-17216,4,16,Y
VM-17217,1,4,Y
VM-17218,1,4,Y
VM-17219,4,64,Y
VM-17220,4,64,Y
VM-17221,2,36,Y
VM-17222,2,36,Y
VM-17223,8,16,Y
VM-17224,2,8,Y
VM-17225,1,6,Y
VM-17226,2,24,Y
VM-17227,4,20,Y
VM-17228,4,20,Y
VM-17229,4,16,Y
VM-17230,4,16,Y
VM-17231,4,40,Y
VM-17232,1,16,Y
VM-17233,1,16,Y
VM-17234,1,4,Y
VM-17235,1,4,Y
VM-17236,1,2,Y
VM-17237,1,2,Y
VM-17238,8,56,Y
VM-17239,8,56,Y
VM-17240,2,24,Y
VM-17241,2,24,Y
VM-17242,4,24,Y
VM-17243,4,24,Y
VM-17244,4,32,Y
VM-17245,8,56,Y
VM-17246,8,56,Y
VM-17247,8,56,Y
VM-17248,8,64,Y
VM-17249,1,8,Y
VM-17250,8,56,Y
VM-17251,8,64,Y
VM-17252,8,56,Y
VM-17253,8,64,Y
VM-17254,8,56,Y
VM-17255,8,56,Y
VM-17256,1,6,Y
VM-17257,8,128,Y
VM-17258,8,128,Y
VM-17259,8,64,Y
VM-17260,8,64,Y
VM-17261,2,24,Y
VM-17262,4,32,Y
VM-17263,1,6,Y
VM-17264,8,64,Y
VM-17265,8,64,Y
VM-17266,8,120,Y
VM-17267,8,120,Y
VM-17268,1,6,Y
VM-17269,8,64,Y
VM-17270,8,64,Y
VM-17271,8,64,Y
VM-17272,8,64,Y
VM-17273,2,8,Y
VM-17274,2,8,Y
VM-17275,2,32,Y
VM-17276,2,32,Y
VM-17277,2,4,Y
VM-17278,1,2,Y
VM-17279,1,4,Y
VM-17280,4,10,Y
VM-17281,4,10,Y
VM-17282,2,10,Y
VM-17283,2,10,Y
VM-17284,2,16,Y
VM-17285,1,4,Y
VM-17286,5,2,Y
VM-17287,3,4,Y
VM-17288,4,8,Y
VM-17289,2,20,Y
VM-17290,1,8,Y
VM-17291,1,8,Y
VM-17292,4,7,Y
VM-17293,4,7,Y
VM-17294,10,64,Y
VM-17295,4,12,Y
VM-17296,4,12,Y
VM-17297,4,16,Y
VM-17298,4,7,Y
VM-17299,4,7,Y
VM-17300,1,2,Y
VM-17301,1,2,Y
VM-17302,4,8,Y
VM-17303,1,4,Y
VM-17304,4,16,Y
VM-17305,1,2,Y
VM-17306,8,16,Y
VM-17307,8,16,Y
VM-17308,1,2,Y
VM-17309,2,8,Y
VM-17310,4,16,Y
VM-17311,4,14,Y
VM-17312,4,14,Y
VM-17313,2,16,Y
VM-17314,2,16,Y
VM-17315,2,6,Y
VM-17316,4,16,Y
VM-17317,8,16,Y
VM-17318,8,16,Y
VM-17319,8,64,Y
VM-17320,12,32,Y
VM-17321,12,32,Y
VM-17322,2,4,Y
VM-17323,2,4,Y
VM-17324,12,32,Y
VM-17325,8,64,Y
VM-17326,1,12,Y
VM-17327,8,64,Y
VM-17328,8,64,Y
VM-17329,2,8,Y
VM-17330,2,8,Y
VM-17331,4,16,Y
VM-17332,1,8,Y
VM-17333,12,32,Y
VM-17334,12,32,Y
VM-17335,8,32,Y
VM-17336,1,6,Y
VM-17337,8,64,Y
VM-17338,8,64,Y
VM-17339,2,2,Y
VM-17340,2,2,Y
VM-17341,8,24,Y
VM-17342,8,64,Y
VM-17343,8,64,Y
VM-17344,4,8,Y
VM-17345,8,64,Y
VM-17346,4,8,Y
VM-17347,1,4,Y
VM-17348,2,24,Y
VM-17349,2,64,Y
VM-17350,4,16,Y
VM-17351,2,8,Y
VM-17352,1,2,Y
VM-17353,4,8,Y
VM-17354,4,8,Y
VM-17355,8,64,Y
VM-17356,1,4,Y
VM-17357,4,8,Y
VM-17358,4,8,Y
VM-17359,4,8,Y
VM-17360,4,16,Y
VM-17361,6,40,Y
VM-17362,8,16,Y
VM-17363,8,16,Y
VM-17364,4,32,Y
VM-17365,4,32,Y
VM-17366,2,16,Y
VM-17367,8,128,Y
VM-17368,8,128,Y
VM-17369,1,4,Y
VM-17370,4,16,Y
VM-17371,2,12,Y
VM-17372,2,8,Y
VM-17373,2,8,Y
VM-17374,1,12,Y
VM-17375,24,64,Y
VM-17376,1,2,Y
VM-17377,1,2,Y
VM-17378,1,20,Y
VM-17379,1,20,Y
VM-17380,2,16,Y
VM-17381,4,16,Y
VM-17382,8,16,Y
VM-17383,12,64,Y
VM-17384,12,64,Y
VM-17385,1,4,Y
VM-17386,28,196,Y
VM-17387,2,8,Y
VM-17388,28,196,Y
VM-17389,1,4,Y
VM-17390,4,8,Y
VM-17391,4,8,Y
VM-17392,1,4,Y
VM-17393,4,16,Y
VM-17394,4,16,Y
VM-17395,8,16,Y
VM-17396,1,14,Y
VM-17397,1,4,Y
VM-17398,1,14,Y
VM-17399,2,12,Y
VM-17400,8,52,Y
VM-17401,4,16,Y
VM-17402,1,12,Y
VM-17403,2,4,Y
VM-17404,2,4,Y
VM-17405,2,8,Y
VM-17406,2,6,Y
VM-17407,4,16,Y
VM-17408,2,8,Y
VM-17409,2,6,Y
VM-17410,4,16,Y
VM-17411,4,16,Y
VM-17412,4,8,Y
VM-17413,4,8,Y
VM-17414,1,10,Y
VM-17415,4,4,Y
VM-17416,2,16,Y
VM-17417,2,16,Y
VM-17418,2,6,Y
VM-17419,2,4,Y
VM-17420,4,20,Y
VM-17421,1,6,Y
VM-17422,1,6,Y
VM-17423,2,6,Y
VM-17424,8,120,Y
VM-17425,8,120,Y
VM-17426,4,28,Y
VM-17427,4,28,Y
VM-17428,8,124,Y
VM-17429,8,124,Y
VM-17430,1,6,Y
VM-17431,4,10,Y
VM-17432,1,4,Y
VM-17433,4,10,Y
VM-17434,4,10,Y
VM-17435,4,4,Y
VM-17436,4,16,Y
VM-17437,4,6,Y
VM-17438,4,10,Y
VM-17439,1,2,Y
VM-17440,4,10,Y
VM-17441,6,48,Y
VM-17442,2,8,Y
VM-17443,1,3,Y
VM-17444,4,8,Y
VM-17445,4,8,Y
VM-17446,1,2,Y
VM-17447,4,16,Y
VM-17448,6,36,Y
VM-17449,1,2,Y
VM-17450,1,4,Y
VM-17451,1,2,Y
VM-17452,4,4,Y
VM-17453,4,4,Y
VM-17454,4,16,Y
VM-17455,4,8,Y
VM-17456,4,8,Y
VM-17457,4,8,Y
VM-17458,2,16,Y
VM-17459,2,16,Y
VM-17460,1,10,Y
VM-17461,1,10,Y
VM-17462,2,16,Y
VM-17463,4,16,Y
VM-17464,4,8,Y
VM-17465,56,64,Y
VM-17466,2,16,Y
VM-17467,2,16,Y
VM-17468,28,196,Y
VM-17469,28,196,Y
VM-17470,12,64,Y
VM-17471,2,8,Y
VM-17472,2,8,Y
VM-17473,6,24,Y
VM-17474,12,64,Y
VM-17475,2,16,Y
VM-17476,1,6,Y
